Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Name_Length,Is_Sequel,Console_Maker,Competition_Index,Publisher_Experience,Hit_Target,Critic_Score,User_Score,Total_Rating_Count,IGDB_Genres
152,God of War (2018),PS4,2018,Action,Sony Interactive Entertainment,2.83,2.17,0.13,1.02,6.15,17,0,Sony,1570,4.317488114,1,96.23076923,94.24616367,3137,"Role-playing (RPG), Hack and slash/Beat 'em up, Adventure"
153,Gears of War,X360,2006,Shooter,Microsoft Game Studios,3.54,1.9,0.07,0.6,6.11,12,0,Microsoft,2257,4.682131227,1,0,79.60995939,16,
154,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,35,1,Sony,1537,3.496507561,1,90,89.4344675,963,"Shooter, Tactical, Adventure"
155,Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,40,1,Sony,3121,5.950642553,1,93.875,90.66730124,694,"Shooter, Tactical, Adventure"
156,The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,2.41,2.28,0.28,1.01,5.99,14,0,Sony,1893,1.386294361,1,95.18181818,93.06014307,1501,"Shooter, Adventure"
157,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,1.88,0,2.33,1.74,5.95,17,0,Sony,2257,3.931825633,1,90.75,87.45481363,313,"Role-playing (RPG), Adventure"
158,LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,2.8,2.05,0.17,0.9,5.92,15,0,Sony,3121,6.255750042,1,81,77.53014842,40,"Platform, Puzzle, Adventure"
159,Tomodachi Life,3DS,2014,Simulation,Nintendo,0.97,2.64,1.98,0.28,5.88,14,0,Nintendo,3043,6.930494766,1,0,0,0,Simulator
160,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,0.66,0.69,4.35,0.15,5.84,46,1,Nintendo,4489,6.37502482,1,86.14285714,85.64175002,56,"Role-playing (RPG), Turn-based strategy (TBS), Adventure"
161,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,3.66,1.63,0,0.53,5.83,33,1,Nintendo,2687,4.394449155,1,85,83.55517559,388,"Platform, Adventure"
162,Horizon: Zero Dawn,PS4,2017,Action-Adventure,Sony Interactive Entertainment,2.2,2.43,0.28,0.92,5.82,18,1,Sony,1573,3.688879454,1,88.84615385,88.22235167,2254,"Shooter, Role-playing (RPG), Adventure"
163,Dragon Quest IX: Sentinels of the Starry Skies,DS,2010,Role-Playing,Nintendo,0.63,0.67,4.35,0.15,5.79,46,1,Nintendo,3712,6.618738984,1,86.14285714,85.64175002,56,"Role-playing (RPG), Turn-based strategy (TBS), Adventure"
164,Red Dead Redemption 2,XOne,2018,Action-Adventure,Rockstar Games,3.76,1.47,0,0.54,5.77,21,1,Microsoft,1570,4.510859507,1,94.05882353,93.65859911,3211,"Shooter, Role-playing (RPG), Adventure"
165,Cooking Mama,DS,2006,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72,12,0,Nintendo,2257,3.80666249,1,59.33333333,63.3587216,11,Simulator
166,Destiny,PS4,2014,Shooter,Activision,2.49,2.05,0.16,0.96,5.65,7,0,Sony,3043,7.104965448,1,0,0,0,Turn-based strategy (TBS)
167,Assassin's Creed II,PS3,2009,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57,19,0,Sony,4489,6.712956201,1,90.25,88.44744039,2977,"Platform, Adventure"
168,Assassin's Creed,X360,2007,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55,16,0,Microsoft,2687,6.280395839,1,0,0,0,"Role-playing (RPG), Adventure"
169,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53,19,1,Sony,3488,4.49980967,1,91.2,89.3363399,2512,"Hack and slash/Beat 'em up, Adventure"
170,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,18,1,Microsoft,4489,5.164785974,1,90.4,85.17443035,76,"Racing, Simulator, Sport"
171,Monster Hunter Freedom Unite,PSP,2009,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5,28,0,Sony,4489,5.96100534,1,80,82.60606607,41,Role-playing (RPG)
172,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5,28,0,Sony,3121,5.786897381,1,80,82.60606607,41,Role-playing (RPG)
173,Super Mario Advance,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,19,0,Nintendo,1537,3.80666249,1,0,0,0,
174,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,25,1,Nintendo,1537,3.828641396,1,90,82.87328256,176,"Racing, Arcade"
175,Super Mario World,GBA,2001,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,17,0,Nintendo,1537,3.850147602,1,0,80,6,Platform
176,Super Mario World: Super Mario Advance 2,GBA,2002,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,40,1,Nintendo,1831,4.430816799,1,92,89.96334058,74,"Platform, Adventure"
177,Pok��mon Sta,N64,2000,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,15,0,Nintendo,1609,1.098612289,1,0,0,0,
178,Call of Duty: World at War,PS3,2008,Shooter,Activision,2.72,1.87,0,0.84,5.43,26,1,Sony,3121,6.371611847,1,80,77.59385501,925,"Shooter, Adventure"
179,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,36,1,Sony,1537,0,1,62,64.8247214,174,Platform
180,Minecraft,PS3,2014,Misc,Sony Computer Entertainment,1.97,2.51,0,0.94,5.42,9,0,Sony,3043,7.099201744,1,0,81.3817491,425,"Simulator, Adventure, Arcade"
181,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36,18,0,Sony,4489,5.147494477,1,81.36363636,77.08438249,415,"Role-playing (RPG), Adventure"
182,Final Fantasy XIII,PS3,2010,Role-Playing,Square Enix,1.75,1.23,1.87,0.51,5.35,18,0,Sony,3712,5.468060141,1,81.36363636,77.08438249,415,"Role-playing (RPG), Adventure"
183,Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,16,0,Sony,1609,0,1,0,0,0,"Role-playing (RPG), Adventure"
184,Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3,20,0,Microsoft,1737,7.146772179,1,81.17647059,77.23920534,1435,Adventure
185,Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,17,0,Sony,1819,5.407171771,1,0,0,0,"Point-and-click, Role-playing (RPG), Indie"
186,Assassin's Creed II,X360,2009,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,19,0,Microsoft,4489,6.71417053,1,90.25,88.44744039,2977,"Platform, Adventure"
187,Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,40,0,Nintendo,2687,6.001414878,1,0,0,0,"Puzzle, Adventure"
188,Madden NFL 2004,PS2,2003,Sports,EA Sports,4.26,0.26,0.01,0.71,5.23,15,1,Sony,1819,3.931825633,1,0,69.23350842,10,"Simulator, Sport"
189,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,45,1,Sony,1689,2.772588722,1,0,95.2801434,17,"Role-playing (RPG), Strategy, Turn-based strategy (TBS), Adventure"
190,Dragon Quest VIII: Journey of the Cursed King,PS2,2005,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,45,1,Sony,1927,3.465735903,1,0,95.2801434,17,"Role-playing (RPG), Strategy, Turn-based strategy (TBS), Adventure"
191,Super Mario Advance 4: Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,42,1,Nintendo,1819,4.762173935,1,0,0,0,Platform
192,Professor Layton and the Curious Village,DS,2008,Adventure,Nintendo,1.21,2.44,1.03,0.51,5.2,40,0,Nintendo,3121,6.226536669,1,0,0,0,"Puzzle, Adventure"
193,Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,19,1,Nintendo,1819,4.770684624,1,0,0,0,"Platform, Adventure"
194,Diablo III,PC,2012,Role-Playing,Activision,2.43,2.15,0,0.62,5.2,10,0,PC,1737,6.991176887,1,88.61538462,85.45830647,360,"Role-playing (RPG), Hack and slash/Beat 'em up, Adventure"
195,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19,23,0,Nintendo,1737,6.82437367,1,79.88888889,79.13718416,184,"Platform, Adventure"
196,FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18,14,1,Microsoft,1737,7.342131731,1,85.06666667,80.14561352,223,"Simulator, Sport"
197,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,38,1,Nintendo,2687,6.003887067,1,89.25,82.91847027,270,"Puzzle, Adventure"
198,Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,14,0,Nintendo,1893,6.883462586,1,0,0,0,Simulator
199,Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,1.64,2.48,0.44,0.58,5.14,34,0,Nintendo,3121,6.366470448,1,0,63.76172846,16,Sport
200,Battlefield 1,XOne,2016,Shooter,Electronic Arts,3.37,1.26,0.02,0.48,5.13,13,1,Microsoft,1435,7.464509835,1,0,79.22868854,34,Shooter
201,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,30,1,Microsoft,3043,7.105786129,1,80.2,76.07741566,598,Shooter
202,Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,26,1,Sony,1819,5.411646052,1,40,53.76784108,92,Shooter
203,Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,9,0,Microsoft,3712,5.313205979,1,78,73.04961091,269,"Role-playing (RPG), Simulator, Strategy, Hack and slash/Beat 'em up, Adventure"
204,Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0,0.68,5.12,14,0,Sony,2257,1.098612289,1,91.6,86.73654701,169,Music
205,FIFA 13,X360,2012,Sports,EA Sports,1.1,3.49,0.03,0.5,5.11,7,1,Microsoft,1737,5.164785974,1,85.06666667,80.14561352,223,"Simulator, Sport"
206,Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.43,1.08,0.65,5.11,15,1,Sony,4489,5.963579344,1,78.4,76.08994983,749,"Shooter, Adventure"
207,FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,14,1,Sony,3712,7.090909822,1,84.33333333,78.96878262,129,"Simulator, Sport"
208,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.66,2.01,0,0.41,5.08,18,0,Microsoft,3043,5.991464547,1,0,87.25022815,281,"Shooter, Racing, Arcade"
209,Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,35,1,Sony,2257,4.736198448,1,73.33333333,74.55745154,214,"Racing, Adventure"
210,Super Smash Bros. for Wii U,WiiU,2014,Fighting,Nintendo,2.68,1.15,0.85,0.39,5.07,27,0,Nintendo,3043,6.931471806,1,0,0,0,"Fighting, Platform"
211,Final Fantasy XV,PS4,2016,Role-Playing,Square Enix,1.81,1.53,1.05,0.68,5.07,16,0,Sony,1435,6.224558429,1,81.44,78.87638303,583,"Role-playing (RPG), Hack and slash/Beat 'em up, Adventure"
212,Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,35,0,Nintendo,3043,6.932447892,1,0,0,0,
213,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.06,1.18,0.29,0.46,5,24,0,Nintendo,2687,6.00635316,1,60,65.58038822,27,Shooter
214,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,32,1,Sony,2687,6.165417854,1,83.66666667,83.86636215,368,"Music, Simulator"
215,Super Mario Party,NS,2018,Party,Nintendo,2.12,1.64,0.85,0.36,4.97,17,0,Other,1570,7.104965448,1,72.90909091,70.10362601,161,Card & Board Game
216,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,64,1,Nintendo,2687,6.008813185,1,0,0,0,
217,Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,9,1,Microsoft,3121,3.610917913,1,0,0,0,
218,Pok��mon Mystery Dungeon: Explorers of Time / Dark,DS,2008,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.94,53,1,Nintendo,3121,6.228511004,1,0,0,0,
219,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,26,1,Sony,2687,6.00635316,1,89.75,82.867989,1158,"Shooter, Platform, Adventure"
220,Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,13,1,Sony,1927,6.059123196,1,78.4,78.79753986,13,"Simulator, Sport"
221,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.89,1.54,0,0.46,4.9,33,1,Nintendo,2687,4.406719247,1,85,83.55517559,388,"Platform, Adventure"
222,Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0,0,4.87,0,4.87,24,1,Sony,3712,6.100318952,1,0,80.22064756,21,Role-playing (RPG)
223,Call of Duty: Black Ops IIII,XOne,2018,Shooter,Activision,3.27,1.12,0,0.46,4.85,28,1,Microsoft,1570,7.21964204,1,83.29411765,74.98042804,198,Shooter
224,God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,14,0,Sony,3712,6.73459166,1,96,90.98561256,768,"Hack and slash/Beat 'em up, Adventure"
225,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2,0.09,0.83,4.83,16,0,Sony,2687,6.282266747,1,0,0,0,"Role-playing (RPG), Adventure"
226,Crash Bandicoot N. Sane Trilogy,PS4,2017,Platform,Activision,1.09,2.92,0.07,0.74,4.83,31,0,Sony,1573,7.212294469,1,78,80.102239,362,"Platform, Adventure"
227,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.56,1.68,0,0.59,4.83,30,1,PC,3712,6.773080376,1,89.4,88.3953341,1042,"Real Time Strategy (RTS), Strategy"
228,FIFA 15,PS3,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,7,1,Sony,3043,7.410951876,1,0,69.65731731,7,Sport
229,Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision,2.91,1.44,0,0.44,4.79,30,1,Microsoft,1435,7.186144305,1,77.24,73.99640261,407,"Shooter, Adventure"
230,FIFA 17,PS4,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,7,1,Sony,1435,7.465082736,1,0,69.77574308,17,Sport
231,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,19,1,Microsoft,3488,4.510859507,1,91.2,89.3363399,2512,"Hack and slash/Beat 'em up, Adventure"
232,Driver 2,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,8,1,Sony,1609,0,1,50,61.38747772,104,Racing
233,The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0,0.79,4.7,23,1,Sony,1819,3.135494216,1,72.8,74.93425418,300,"Platform, Racing, Adventure"
234,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,26,1,Nintendo,3121,6.230481448,1,69.6,74.05075345,90,Simulator
235,Tony Hawk's Pro Skater 2,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,24,1,Sony,1609,0,1,0,0,0,"Sport, Arcade"
236,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,37,1,Sony,1831,4.736198448,1,0,0,0,
237,Monster Hunter: World,PS4,2018,Action,Capcom,1.03,1.06,2.17,0.42,4.67,21,1,Sony,1570,6.694562059,1,93.25,88.86030111,563,"Role-playing (RPG), Adventure"
238,Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,18,1,Microsoft,3488,5.455321115,1,85.71428571,84.43872645,80,"Racing, Simulator, Sport"
239,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.06,1.12,0,0.44,4.62,32,1,Nintendo,2687,6.167516491,1,83.66666667,83.86636215,368,"Music, Simulator"
240,The Legend of Zelda: The Wind Waker,GC,2003,Adventure,Nintendo,2.6,0.99,0.89,0.13,4.6,35,1,Nintendo,1819,4.779123493,1,0,0,0,"Role-playing (RPG), Adventure"
241,The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,35,1,Nintendo,1831,4.442651256,1,0,0,0,"Role-playing (RPG), Adventure"
242,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.89,1.99,0.22,0.48,4.58,41,0,Nintendo,4489,6.552507887,1,74,71.43757758,37,Sport
243,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,26,1,Nintendo,1893,6.884486652,1,81.25,79.9680907,111,"Puzzle, Adventure"
244,Splatoon,WiiU,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,8,0,Nintendo,1809,6.995766156,1,0,0,0,"Shooter, Platform"
245,The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,14,0,Sony,3043,7.100027167,1,95.18181818,93.06014307,1501,"Shooter, Adventure"
246,Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,15,1,Sony,1689,5.789960171,1,0,0,0,Sport
247,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53,32,1,Microsoft,2687,6.169610732,1,83.66666667,83.86636215,368,"Music, Simulator"
248,Star Wars Battlefront II (2017),PS4,2017,Shooter,Electronic Arts,1.7,1.99,0.12,0.73,4.53,31,0,Sony,1573,7.482118924,1,75.6,80.45155121,688,Shooter
249,Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,13,1,Sony,2257,6.32256524,1,80.2,73.47390216,18,"Simulator, Sport"
250,Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,21,1,Sony,1831,4.553876892,1,0,0,0,
251,The Elder Scrolls IV: Oblivion,X360,2009,Role-Playing,Take-Two Interactive,2.89,1.03,0.13,0.41,4.47,30,1,Microsoft,4489,5.451038454,1,80.57142857,82.88497146,1503,"Role-playing (RPG), Adventure"
252,Dragon Quest VII,PS,2001,Role-Playing,Enix,0.2,0.14,4.1,0.02,4.47,16,0,Sony,1537,2.48490665,1,80.5,80.20012092,30,"Role-playing (RPG), Turn-based strategy (TBS), Adventure"
253,Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,34,1,Sony,1609,0,1,0,80.30168604,18,"Role-playing (RPG), Adventure"
254,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,38,1,Sony,1809,7.139660336,1,85.1,86.25845591,322,"Shooter, Platform, Puzzle, Adventure"
255,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,30,1,Sony,3043,7.106606138,1,80.2,76.07741566,598,Shooter
256,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,10,0,Sony,1927,5.488937726,1,96.23076923,94.24616367,3137,"Role-playing (RPG), Hack and slash/Beat 'em up, Adventure"
257,Nintendo Land,WiiU,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,13,0,Nintendo,1737,6.825460036,1,75,75.14331839,90,"Shooter, Platform, Puzzle, Racing, Adventure, Arcade"
258,Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,31,1,Nintendo,3712,6.9117473,1,0,0,0,"Music, Sport"
259,Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,24,1,Sony,1537,3.737669618,1,0,0,0,"Simulator, Sport"
260,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,41,1,Sony,2257,5.533389489,1,88,88,1,Sport
261,Winning Eleven: Pro Evolution Soccer 2007,PS2,2007,Sports,Konami,0.1,2.39,1.05,0.86,4.39,41,1,Sony,2687,5.966146739,1,88,88,1,Sport
262,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,30,1,Microsoft,2257,4.744932128,1,80.57142857,82.88497146,1503,"Role-playing (RPG), Adventure"
263,Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,27,1,Sony,1927,6.061456919,1,0,82.10507481,23,Racing
264,Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,23,1,Sony,2257,5.743003188,1,87,78.52188999,122,"Shooter, Adventure"
265,Kingdom Hearts II,PS2,2006,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,17,0,Sony,2257,3.951243719,1,90,89.1930069,795,"Role-playing (RPG), Adventure"
266,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,17,0,Sony,1927,3.496507561,1,90,89.1930069,795,"Role-playing (RPG), Adventure"
267,Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.75,1.18,0,0.37,4.31,30,1,Microsoft,3043,7.107425474,1,80.2,76.07741566,598,Shooter
268,Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,8,0,Microsoft,3121,5.068904202,1,85.83333333,82.46209186,267,"Role-playing (RPG), Adventure"
269,FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,7,1,Microsoft,1893,7.379632153,1,88,88,1,Sport
270,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,17,1,Microsoft,1809,5.634789603,1,84.05263158,79.69348068,257,Shooter
271,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,21,1,Sony,4489,5.666426688,1,89.4,87.53982793,2474,"Hack and slash/Beat 'em up, Adventure"
272,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,20,0,Nintendo,1893,6.88550967,1,0,0,0,Platform
273,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24,12,0,Nintendo,1537,2.708050201,1,74.66666667,76.83333333,11,Arcade
274,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,29,1,Sony,3488,7.030857476,1,0,78.60023954,23,Adventure
275,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23,31,1,Sony,1689,5.043425117,1,0,0,0,"Shooter, Tactical, Adventure"
276,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.02,0,0.75,4.22,6,0,Sony,2257,5.746203191,1,76,80.22994587,22,"Shooter, Platform, Racing, Strategy, Adventure"
277,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,14,1,Sony,1927,6.063785209,1,0,0,0,Sport
278,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,36,1,Nintendo,3488,6.747586527,1,0,0,0,Adventure
279,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,23,0,Sony,2687,6.008813185,1,81.5,72.53786515,30,"Racing, Simulator"
280,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,11,0,Sony,1819,5.017279837,1,80,76.74283245,19,"Simulator, Sport, Arcade"
281,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,26,1,Sony,1435,7.167809184,1,93.24,91.90915856,2394,"Shooter, Adventure"
282,Gran Turismo 5 Prologue,PS3,2008,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.52,4.2,23,0,Sony,3121,6.257667588,1,81.5,72.53786515,30,"Racing, Simulator"
283,FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,7,1,Microsoft,3488,7.239214974,1,83.81818182,79.17169361,152,"Simulator, Sport"
284,Street Fighter IV,PS3,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,17,0,Sony,4489,5.966146739,1,89.77777778,84.97383365,185,Fighting
285,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,29,1,Microsoft,3488,7.031741259,1,0,78.60023954,23,Adventure
286,FIFA Soccer 12,X360,2011,Sports,EA Sports,0.85,2.79,0.02,0.52,4.18,14,1,Microsoft,3488,5.068904202,1,83.81818182,79.17169361,152,"Simulator, Sport"
287,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,15,1,Sony,1831,4.744932128,1,0,0,0,Sport
288,Destiny 2,PS4,2017,Shooter,Activision,1.92,1.44,0.1,0.69,4.14,9,1,Sony,1573,7.21303166,1,0,0,0,Turn-based strategy (TBS)
289,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,10,0,Sony,3043,7.238496841,1,0,0,0,Adventure
290,FIFA 07 Soccer,PS2,2006,Sports,EA Sports,0.71,2.48,0.03,0.89,4.11,14,0,Sony,2257,4.644390899,1,75.4,74.12599647,120,Sport
291,FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,14,1,Sony,2257,6.324358962,1,75.4,74.12599647,120,Sport
292,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,14,0,Nintendo,2687,5.010635294,1,0,0,0,"Strategy, Arcade"
293,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,34,1,Nintendo,3488,6.748759547,1,92.71428571,87.3152575,388,"Puzzle, Adventure"
294,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,9,1,Microsoft,1809,4.997212274,1,84.66666667,82.13877146,1636,"Shooter, Role-playing (RPG)"
295,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,4.09,38,1,PC,2687,6.171700597,1,75,77.58132306,21,Role-playing (RPG)
